Original_Index,Noisy_Label,Noisy_Class,Suggested_Label,Suggested_Class,Confidence_Score,Action_Pruned_Models,Action_Corrected_Models
32055,5,dog,3,cat,0.532662094,REMOVED,FIXED → Suggested_Class
22585,7,horse,3,cat,0.533776581,REMOVED,FIXED → Suggested_Class
42029,3,cat,5,dog,0.534922302,REMOVED,FIXED → Suggested_Class
12131,0,airplane,3,cat,0.535443485,REMOVED,FIXED → Suggested_Class
44914,5,dog,3,cat,0.537656307,REMOVED,FIXED → Suggested_Class
27094,5,dog,3,cat,0.5377689,REMOVED,FIXED → Suggested_Class
44697,4,deer,3,cat,0.539391041,REMOVED,FIXED → Suggested_Class
2692,0,airplane,2,bird,0.539570093,REMOVED,FIXED → Suggested_Class
49431,5,dog,3,cat,0.541097164,REMOVED,FIXED → Suggested_Class
27110,2,bird,5,dog,0.541546643,REMOVED,FIXED → Suggested_Class
38807,5,dog,3,cat,0.542558134,REMOVED,FIXED → Suggested_Class
26501,5,dog,3,cat,0.543359816,REMOVED,FIXED → Suggested_Class
49357,2,bird,3,cat,0.544457734,REMOVED,FIXED → Suggested_Class
33741,2,bird,4,deer,0.544804454,REMOVED,FIXED → Suggested_Class
47322,3,cat,5,dog,0.545787752,REMOVED,FIXED → Suggested_Class
32824,5,dog,3,cat,0.547187388,REMOVED,FIXED → Suggested_Class
29302,5,dog,2,bird,0.547761858,REMOVED,FIXED → Suggested_Class
6648,2,bird,3,cat,0.547960222,REMOVED,FIXED → Suggested_Class
12339,6,frog,3,cat,0.548225343,REMOVED,FIXED → Suggested_Class
8520,3,cat,5,dog,0.552677751,REMOVED,FIXED → Suggested_Class
37152,5,dog,6,frog,0.553674161,REMOVED,FIXED → Suggested_Class
38762,4,deer,3,cat,0.553755224,REMOVED,FIXED → Suggested_Class
6826,6,frog,5,dog,0.553949773,REMOVED,FIXED → Suggested_Class
9228,3,cat,5,dog,0.554086506,REMOVED,FIXED → Suggested_Class
39129,3,cat,5,dog,0.554104507,REMOVED,FIXED → Suggested_Class
3360,4,deer,3,cat,0.554424942,REMOVED,FIXED → Suggested_Class
8256,6,frog,5,dog,0.555781007,REMOVED,FIXED → Suggested_Class
42040,4,deer,2,bird,0.556982696,REMOVED,FIXED → Suggested_Class
29907,2,bird,5,dog,0.56167537,REMOVED,FIXED → Suggested_Class
5728,6,frog,3,cat,0.563550115,REMOVED,FIXED → Suggested_Class
33046,7,horse,3,cat,0.563622952,REMOVED,FIXED → Suggested_Class
37815,5,dog,3,cat,0.564049304,REMOVED,FIXED → Suggested_Class
33633,3,cat,5,dog,0.565151334,REMOVED,FIXED → Suggested_Class
40890,0,airplane,2,bird,0.566444397,REMOVED,FIXED → Suggested_Class
9343,3,cat,5,dog,0.567156672,REMOVED,FIXED → Suggested_Class
30174,7,horse,3,cat,0.567557096,REMOVED,FIXED → Suggested_Class
30839,3,cat,5,dog,0.568558693,REMOVED,FIXED → Suggested_Class
3375,0,airplane,2,bird,0.569027543,REMOVED,FIXED → Suggested_Class
23322,3,cat,5,dog,0.569117129,REMOVED,FIXED → Suggested_Class
13698,2,bird,3,cat,0.569184899,REMOVED,FIXED → Suggested_Class
20101,5,dog,3,cat,0.569813788,REMOVED,FIXED → Suggested_Class
43793,4,deer,5,dog,0.569984436,REMOVED,FIXED → Suggested_Class
25262,5,dog,3,cat,0.571244538,REMOVED,FIXED → Suggested_Class
3029,7,horse,5,dog,0.571789682,REMOVED,FIXED → Suggested_Class
39188,6,frog,3,cat,0.572831333,REMOVED,FIXED → Suggested_Class
21677,5,dog,3,cat,0.574062526,REMOVED,FIXED → Suggested_Class
46045,7,horse,3,cat,0.576703668,REMOVED,FIXED → Suggested_Class
44325,5,dog,3,cat,0.577468753,REMOVED,FIXED → Suggested_Class
19385,4,deer,3,cat,0.577517867,REMOVED,FIXED → Suggested_Class
38287,2,bird,6,frog,0.578380287,REMOVED,FIXED → Suggested_Class
41175,5,dog,3,cat,0.578650415,REMOVED,FIXED → Suggested_Class
31469,2,bird,5,dog,0.580144465,REMOVED,FIXED → Suggested_Class
25699,5,dog,3,cat,0.58023268,REMOVED,FIXED → Suggested_Class
22711,4,deer,3,cat,0.581440449,REMOVED,FIXED → Suggested_Class
39718,5,dog,2,bird,0.58304739,REMOVED,FIXED → Suggested_Class
45360,2,bird,3,cat,0.583241582,REMOVED,FIXED → Suggested_Class
13590,3,cat,5,dog,0.583804905,REMOVED,FIXED → Suggested_Class
43239,4,deer,3,cat,0.585176766,REMOVED,FIXED → Suggested_Class
15741,3,cat,5,dog,0.585573077,REMOVED,FIXED → Suggested_Class
36895,7,horse,5,dog,0.586173475,REMOVED,FIXED → Suggested_Class
11540,3,cat,5,dog,0.586334229,REMOVED,FIXED → Suggested_Class
18574,5,dog,2,bird,0.586822629,REMOVED,FIXED → Suggested_Class
36544,6,frog,3,cat,0.587458611,REMOVED,FIXED → Suggested_Class
24495,5,dog,3,cat,0.58771801,REMOVED,FIXED → Suggested_Class
26291,7,horse,5,dog,0.588919759,REMOVED,FIXED → Suggested_Class
40425,6,frog,3,cat,0.589766443,REMOVED,FIXED → Suggested_Class
11379,3,cat,5,dog,0.590223253,REMOVED,FIXED → Suggested_Class
30204,3,cat,2,bird,0.592179716,REMOVED,FIXED → Suggested_Class
42723,6,frog,3,cat,0.592455983,REMOVED,FIXED → Suggested_Class
33017,5,dog,3,cat,0.593583941,REMOVED,FIXED → Suggested_Class
41564,5,dog,3,cat,0.593689919,REMOVED,FIXED → Suggested_Class
28311,0,airplane,2,bird,0.595229208,REMOVED,FIXED → Suggested_Class
39381,5,dog,2,bird,0.595853031,REMOVED,FIXED → Suggested_Class
25217,2,bird,3,cat,0.596767783,REMOVED,FIXED → Suggested_Class
13612,3,cat,5,dog,0.596860826,REMOVED,FIXED → Suggested_Class
21210,2,bird,3,cat,0.597251892,REMOVED,FIXED → Suggested_Class
45111,4,deer,3,cat,0.598233461,REMOVED,FIXED → Suggested_Class
2579,5,dog,3,cat,0.59854418,REMOVED,FIXED → Suggested_Class
49149,0,airplane,3,cat,0.599582076,REMOVED,FIXED → Suggested_Class
30754,3,cat,5,dog,0.601747692,REMOVED,FIXED → Suggested_Class
12886,3,cat,5,dog,0.601991117,REMOVED,FIXED → Suggested_Class
33757,5,dog,3,cat,0.602388501,REMOVED,FIXED → Suggested_Class
48699,4,deer,2,bird,0.603139102,REMOVED,FIXED → Suggested_Class
48589,2,bird,3,cat,0.603461742,REMOVED,FIXED → Suggested_Class
28529,3,cat,5,dog,0.603467822,REMOVED,FIXED → Suggested_Class
9158,6,frog,3,cat,0.604288638,REMOVED,FIXED → Suggested_Class
11375,5,dog,3,cat,0.604730785,REMOVED,FIXED → Suggested_Class
22489,3,cat,5,dog,0.60560143,REMOVED,FIXED → Suggested_Class
30010,5,dog,3,cat,0.606406391,REMOVED,FIXED → Suggested_Class
40726,3,cat,5,dog,0.606642723,REMOVED,FIXED → Suggested_Class
30188,5,dog,3,cat,0.607020497,REMOVED,FIXED → Suggested_Class
33949,7,horse,3,cat,0.608161509,REMOVED,FIXED → Suggested_Class
589,7,horse,5,dog,0.608797431,REMOVED,FIXED → Suggested_Class
81,5,dog,3,cat,0.609947383,REMOVED,FIXED → Suggested_Class
49577,5,dog,3,cat,0.610463202,REMOVED,FIXED → Suggested_Class
4853,2,bird,3,cat,0.610639989,REMOVED,FIXED → Suggested_Class
16035,3,cat,5,dog,0.610755563,REMOVED,FIXED → Suggested_Class
33612,3,cat,5,dog,0.610770047,REMOVED,FIXED → Suggested_Class
27794,1,automobile,5,dog,0.611175179,REMOVED,FIXED → Suggested_Class
41747,3,cat,5,dog,0.611887038,REMOVED,FIXED → Suggested_Class
29836,5,dog,3,cat,0.614764154,REMOVED,FIXED → Suggested_Class
8330,3,cat,5,dog,0.614886642,REMOVED,FIXED → Suggested_Class
19944,2,bird,3,cat,0.615256071,REMOVED,FIXED → Suggested_Class
23435,7,horse,2,bird,0.616060734,REMOVED,FIXED → Suggested_Class
43328,3,cat,2,bird,0.616584837,REMOVED,FIXED → Suggested_Class
18293,4,deer,2,bird,0.616741776,REMOVED,FIXED → Suggested_Class
30482,5,dog,3,cat,0.617079318,REMOVED,FIXED → Suggested_Class
31931,6,frog,3,cat,0.617236137,REMOVED,FIXED → Suggested_Class
49334,5,dog,3,cat,0.617343843,REMOVED,FIXED → Suggested_Class
74,3,cat,2,bird,0.617608488,REMOVED,FIXED → Suggested_Class
10978,5,dog,3,cat,0.618213415,REMOVED,FIXED → Suggested_Class
45981,4,deer,5,dog,0.61869514,REMOVED,FIXED → Suggested_Class
22853,5,dog,3,cat,0.619222403,REMOVED,FIXED → Suggested_Class
14557,4,deer,3,cat,0.62204802,REMOVED,FIXED → Suggested_Class
16426,4,deer,2,bird,0.622151971,REMOVED,FIXED → Suggested_Class
8101,3,cat,5,dog,0.623053253,REMOVED,FIXED → Suggested_Class
10201,5,dog,3,cat,0.62358427,REMOVED,FIXED → Suggested_Class
45694,4,deer,3,cat,0.623901427,REMOVED,FIXED → Suggested_Class
26036,3,cat,5,dog,0.624023974,REMOVED,FIXED → Suggested_Class
8182,2,bird,4,deer,0.625829101,REMOVED,FIXED → Suggested_Class
28574,3,cat,5,dog,0.625843763,REMOVED,FIXED → Suggested_Class
18277,5,dog,3,cat,0.625867546,REMOVED,FIXED → Suggested_Class
43665,2,bird,4,deer,0.626368701,REMOVED,FIXED → Suggested_Class
4826,9,truck,3,cat,0.626406908,REMOVED,FIXED → Suggested_Class
47820,5,dog,3,cat,0.627410829,REMOVED,FIXED → Suggested_Class
32511,5,dog,3,cat,0.627605915,REMOVED,FIXED → Suggested_Class
3870,3,cat,5,dog,0.627709031,REMOVED,FIXED → Suggested_Class
3803,5,dog,3,cat,0.628012955,REMOVED,FIXED → Suggested_Class
20144,3,cat,5,dog,0.629054844,REMOVED,FIXED → Suggested_Class
28425,5,dog,3,cat,0.629071891,REMOVED,FIXED → Suggested_Class
4172,1,automobile,3,cat,0.629555523,REMOVED,FIXED → Suggested_Class
4183,2,bird,3,cat,0.630367756,REMOVED,FIXED → Suggested_Class
13254,3,cat,5,dog,0.630721986,REMOVED,FIXED → Suggested_Class
12638,2,bird,5,dog,0.630807519,REMOVED,FIXED → Suggested_Class
32944,5,dog,3,cat,0.63110733,REMOVED,FIXED → Suggested_Class
19163,2,bird,3,cat,0.631181002,REMOVED,FIXED → Suggested_Class
14651,3,cat,5,dog,0.631604433,REMOVED,FIXED → Suggested_Class
35560,4,deer,3,cat,0.631837308,REMOVED,FIXED → Suggested_Class
12190,3,cat,5,dog,0.632704794,REMOVED,FIXED → Suggested_Class
30966,9,truck,5,dog,0.633073688,REMOVED,FIXED → Suggested_Class
34226,7,horse,3,cat,0.63402158,REMOVED,FIXED → Suggested_Class
12573,5,dog,3,cat,0.634316564,REMOVED,FIXED → Suggested_Class
30417,7,horse,2,bird,0.634363353,REMOVED,FIXED → Suggested_Class
27131,2,bird,3,cat,0.634594858,REMOVED,FIXED → Suggested_Class
30950,4,deer,2,bird,0.635129511,REMOVED,FIXED → Suggested_Class
1776,7,horse,4,deer,0.635548532,REMOVED,FIXED → Suggested_Class
24124,3,cat,5,dog,0.636145771,REMOVED,FIXED → Suggested_Class
5493,3,cat,5,dog,0.636412799,REMOVED,FIXED → Suggested_Class
14838,6,frog,4,deer,0.636562824,REMOVED,FIXED → Suggested_Class
10162,7,horse,3,cat,0.636604548,REMOVED,FIXED → Suggested_Class
29463,5,dog,2,bird,0.637099683,REMOVED,FIXED → Suggested_Class
24390,7,horse,5,dog,0.638799012,REMOVED,FIXED → Suggested_Class
38022,2,bird,3,cat,0.638825953,REMOVED,FIXED → Suggested_Class
42164,4,deer,5,dog,0.639064014,REMOVED,FIXED → Suggested_Class
8958,6,frog,3,cat,0.63990581,REMOVED,FIXED → Suggested_Class
21420,3,cat,5,dog,0.639912844,REMOVED,FIXED → Suggested_Class
33037,4,deer,5,dog,0.640336573,REMOVED,FIXED → Suggested_Class
20836,5,dog,3,cat,0.640623689,REMOVED,FIXED → Suggested_Class
32516,5,dog,3,cat,0.641253889,REMOVED,FIXED → Suggested_Class
3043,3,cat,5,dog,0.641430736,REMOVED,FIXED → Suggested_Class
12199,6,frog,2,bird,0.642482221,REMOVED,FIXED → Suggested_Class
16496,5,dog,3,cat,0.643428385,REMOVED,FIXED → Suggested_Class
45819,5,dog,3,cat,0.643529773,REMOVED,FIXED → Suggested_Class
6079,3,cat,2,bird,0.644666076,REMOVED,FIXED → Suggested_Class
29865,3,cat,5,dog,0.644902349,REMOVED,FIXED → Suggested_Class
11450,5,dog,3,cat,0.645091951,REMOVED,FIXED → Suggested_Class
13223,0,airplane,2,bird,0.645622253,REMOVED,FIXED → Suggested_Class
5075,4,deer,2,bird,0.645733118,REMOVED,FIXED → Suggested_Class
24517,7,horse,3,cat,0.646395326,REMOVED,FIXED → Suggested_Class
22832,3,cat,2,bird,0.646708548,REMOVED,FIXED → Suggested_Class
6135,3,cat,5,dog,0.647360682,REMOVED,FIXED → Suggested_Class
33283,5,dog,3,cat,0.647723019,REMOVED,FIXED → Suggested_Class
4610,5,dog,3,cat,0.648114443,REMOVED,FIXED → Suggested_Class
30045,2,bird,3,cat,0.648272395,REMOVED,FIXED → Suggested_Class
24937,5,dog,2,bird,0.648933887,REMOVED,FIXED → Suggested_Class
31649,3,cat,4,deer,0.650202751,REMOVED,FIXED → Suggested_Class
13283,5,dog,3,cat,0.650334418,REMOVED,FIXED → Suggested_Class
4402,3,cat,5,dog,0.650564313,REMOVED,FIXED → Suggested_Class
46373,2,bird,3,cat,0.651194394,REMOVED,FIXED → Suggested_Class
44840,4,deer,3,cat,0.651221514,REMOVED,FIXED → Suggested_Class
35515,4,deer,3,cat,0.652094424,REMOVED,FIXED → Suggested_Class
34281,3,cat,5,dog,0.652151465,REMOVED,FIXED → Suggested_Class
44891,4,deer,5,dog,0.652594626,REMOVED,FIXED → Suggested_Class
36112,2,bird,3,cat,0.653485894,REMOVED,FIXED → Suggested_Class
3018,6,frog,3,cat,0.653558075,REMOVED,FIXED → Suggested_Class
35409,5,dog,3,cat,0.653989732,REMOVED,FIXED → Suggested_Class
45224,7,horse,5,dog,0.654492259,REMOVED,FIXED → Suggested_Class
44789,7,horse,4,deer,0.654653966,REMOVED,FIXED → Suggested_Class
38833,7,horse,3,cat,0.655185938,REMOVED,FIXED → Suggested_Class
20283,2,bird,5,dog,0.656556189,REMOVED,FIXED → Suggested_Class
41493,3,cat,5,dog,0.656874478,REMOVED,FIXED → Suggested_Class
36598,2,bird,5,dog,0.657338679,REMOVED,FIXED → Suggested_Class
20269,3,cat,5,dog,0.657506645,REMOVED,FIXED → Suggested_Class
14706,3,cat,5,dog,0.65793854,REMOVED,FIXED → Suggested_Class
26871,5,dog,3,cat,0.658093631,REMOVED,FIXED → Suggested_Class
16524,5,dog,3,cat,0.658639789,REMOVED,FIXED → Suggested_Class
19397,5,dog,3,cat,0.65935868,REMOVED,FIXED → Suggested_Class
49288,5,dog,3,cat,0.659629345,REMOVED,FIXED → Suggested_Class
29064,7,horse,3,cat,0.65998596,REMOVED,FIXED → Suggested_Class
40878,5,dog,3,cat,0.660093129,REMOVED,FIXED → Suggested_Class
45250,3,cat,4,deer,0.660230398,REMOVED,FIXED → Suggested_Class
11969,3,cat,5,dog,0.660384774,REMOVED,FIXED → Suggested_Class
36645,6,frog,2,bird,0.660678387,REMOVED,FIXED → Suggested_Class
40772,5,dog,3,cat,0.660988986,REMOVED,FIXED → Suggested_Class
46534,5,dog,3,cat,0.661247313,REMOVED,FIXED → Suggested_Class
17690,2,bird,3,cat,0.661562145,REMOVED,FIXED → Suggested_Class
28050,3,cat,5,dog,0.662259758,REMOVED,FIXED → Suggested_Class
35774,4,deer,3,cat,0.662349045,REMOVED,FIXED → Suggested_Class
7926,5,dog,3,cat,0.662641108,REMOVED,FIXED → Suggested_Class
41927,4,deer,5,dog,0.663543582,REMOVED,FIXED → Suggested_Class
23773,7,horse,3,cat,0.663827956,REMOVED,FIXED → Suggested_Class
32763,2,bird,3,cat,0.663859606,REMOVED,FIXED → Suggested_Class
41883,7,horse,2,bird,0.664522231,REMOVED,FIXED → Suggested_Class
34606,3,cat,5,dog,0.664838016,REMOVED,FIXED → Suggested_Class
45911,4,deer,5,dog,0.66498214,REMOVED,FIXED → Suggested_Class
9394,3,cat,2,bird,0.665161073,REMOVED,FIXED → Suggested_Class
7643,0,airplane,3,cat,0.665263236,REMOVED,FIXED → Suggested_Class
3747,5,dog,7,horse,0.667170107,REMOVED,FIXED → Suggested_Class
34879,5,dog,3,cat,0.667222083,REMOVED,FIXED → Suggested_Class
21265,5,dog,3,cat,0.667845368,REMOVED,FIXED → Suggested_Class
45481,5,dog,3,cat,0.668420315,REMOVED,FIXED → Suggested_Class
12163,7,horse,5,dog,0.668726444,REMOVED,FIXED → Suggested_Class
9817,3,cat,2,bird,0.668921471,REMOVED,FIXED → Suggested_Class
41915,5,dog,3,cat,0.669710994,REMOVED,FIXED → Suggested_Class
16970,6,frog,3,cat,0.669711769,REMOVED,FIXED → Suggested_Class
28336,5,dog,3,cat,0.670474887,REMOVED,FIXED → Suggested_Class
49294,5,dog,6,frog,0.67108345,REMOVED,FIXED → Suggested_Class
38193,3,cat,2,bird,0.671182275,REMOVED,FIXED → Suggested_Class
40385,2,bird,5,dog,0.671287715,REMOVED,FIXED → Suggested_Class
33720,5,dog,3,cat,0.671411335,REMOVED,FIXED → Suggested_Class
882,3,cat,5,dog,0.671732664,REMOVED,FIXED → Suggested_Class
16949,5,dog,3,cat,0.672462404,REMOVED,FIXED → Suggested_Class
24949,3,cat,5,dog,0.672676444,REMOVED,FIXED → Suggested_Class
45061,7,horse,5,dog,0.67286551,REMOVED,FIXED → Suggested_Class
42646,3,cat,5,dog,0.673128903,REMOVED,FIXED → Suggested_Class
44597,6,frog,2,bird,0.673247576,REMOVED,FIXED → Suggested_Class
11220,2,bird,4,deer,0.673596799,REMOVED,FIXED → Suggested_Class
48890,5,dog,3,cat,0.673952162,REMOVED,FIXED → Suggested_Class
33021,2,bird,4,deer,0.673954606,REMOVED,FIXED → Suggested_Class
43287,2,bird,4,deer,0.674755812,REMOVED,FIXED → Suggested_Class
39967,5,dog,3,cat,0.674912453,REMOVED,FIXED → Suggested_Class
13019,3,cat,2,bird,0.675051808,REMOVED,FIXED → Suggested_Class
23763,3,cat,5,dog,0.675978422,REMOVED,FIXED → Suggested_Class
23174,5,dog,2,bird,0.676567316,REMOVED,FIXED → Suggested_Class
20721,3,cat,5,dog,0.676719129,REMOVED,FIXED → Suggested_Class
24741,5,dog,3,cat,0.676983297,REMOVED,FIXED → Suggested_Class
42547,3,cat,4,deer,0.677941382,REMOVED,FIXED → Suggested_Class
44219,3,cat,4,deer,0.678243637,REMOVED,FIXED → Suggested_Class
12349,5,dog,3,cat,0.678550184,REMOVED,FIXED → Suggested_Class
38806,2,bird,5,dog,0.678759277,REMOVED,FIXED → Suggested_Class
12550,6,frog,3,cat,0.678984761,REMOVED,FIXED → Suggested_Class
47781,5,dog,3,cat,0.679012775,REMOVED,FIXED → Suggested_Class
40787,2,bird,3,cat,0.679519713,REMOVED,FIXED → Suggested_Class
24337,3,cat,5,dog,0.679647088,REMOVED,FIXED → Suggested_Class
24899,5,dog,3,cat,0.679890692,REMOVED,FIXED → Suggested_Class
25246,3,cat,5,dog,0.680341601,REMOVED,FIXED → Suggested_Class
14172,2,bird,7,horse,0.681442857,REMOVED,FIXED → Suggested_Class
14482,0,airplane,2,bird,0.681577981,REMOVED,FIXED → Suggested_Class
21544,3,cat,5,dog,0.681977987,REMOVED,FIXED → Suggested_Class
31141,3,cat,5,dog,0.68204987,REMOVED,FIXED → Suggested_Class
734,5,dog,3,cat,0.683982968,REMOVED,FIXED → Suggested_Class
34635,5,dog,3,cat,0.685577512,REMOVED,FIXED → Suggested_Class
14089,3,cat,5,dog,0.68558079,REMOVED,FIXED → Suggested_Class
49515,4,deer,2,bird,0.685887098,REMOVED,FIXED → Suggested_Class
6082,5,dog,3,cat,0.686169267,REMOVED,FIXED → Suggested_Class
34570,4,deer,2,bird,0.68634069,REMOVED,FIXED → Suggested_Class
47413,3,cat,2,bird,0.686989963,REMOVED,FIXED → Suggested_Class
6205,3,cat,5,dog,0.687323451,REMOVED,FIXED → Suggested_Class
1402,6,frog,2,bird,0.68794179,REMOVED,FIXED → Suggested_Class
21171,4,deer,3,cat,0.688680828,REMOVED,FIXED → Suggested_Class
38369,5,dog,3,cat,0.688873947,REMOVED,FIXED → Suggested_Class
18008,4,deer,3,cat,0.688961864,REMOVED,FIXED → Suggested_Class
23948,3,cat,5,dog,0.68917799,REMOVED,FIXED → Suggested_Class
45998,2,bird,3,cat,0.689413905,REMOVED,FIXED → Suggested_Class
12533,2,bird,4,deer,0.689626038,REMOVED,FIXED → Suggested_Class
17785,3,cat,5,dog,0.689906001,REMOVED,FIXED → Suggested_Class
49017,5,dog,3,cat,0.690011263,REMOVED,FIXED → Suggested_Class
31074,2,bird,0,airplane,0.690100491,REMOVED,FIXED → Suggested_Class
45469,5,dog,3,cat,0.690435231,REMOVED,FIXED → Suggested_Class
34972,5,dog,3,cat,0.690560877,REMOVED,FIXED → Suggested_Class
6963,2,bird,3,cat,0.690604091,REMOVED,FIXED → Suggested_Class
6875,4,deer,7,horse,0.690909207,REMOVED,FIXED → Suggested_Class
30721,3,cat,5,dog,0.691122234,REMOVED,FIXED → Suggested_Class
40335,3,cat,2,bird,0.691360712,REMOVED,FIXED → Suggested_Class
2753,1,automobile,3,cat,0.691502094,REMOVED,FIXED → Suggested_Class
8092,2,bird,4,deer,0.69186759,REMOVED,FIXED → Suggested_Class
2443,3,cat,5,dog,0.69192028,REMOVED,FIXED → Suggested_Class
18771,3,cat,4,deer,0.692159116,REMOVED,FIXED → Suggested_Class
9933,2,bird,3,cat,0.692893386,REMOVED,FIXED → Suggested_Class
31633,3,cat,5,dog,0.693012118,REMOVED,FIXED → Suggested_Class
43496,9,truck,3,cat,0.693283737,REMOVED,FIXED → Suggested_Class
