Original_Index,Noisy_Label,Noisy_Class,Suggested_Label,Suggested_Class,Confidence_Score,Action_Pruned_Models,Action_Corrected_Models
10914,5,dog,3,cat,0.466565341,REMOVED,FIXED → Suggested_Class
37466,4,deer,2,bird,0.467663676,REMOVED,FIXED → Suggested_Class
29392,5,dog,3,cat,0.467770755,REMOVED,FIXED → Suggested_Class
32986,3,cat,2,bird,0.468564868,REMOVED,FIXED → Suggested_Class
27086,7,horse,0,airplane,0.469033778,REMOVED,FIXED → Suggested_Class
22150,1,automobile,3,cat,0.469327509,REMOVED,FIXED → Suggested_Class
10162,7,horse,5,dog,0.469999254,REMOVED,FIXED → Suggested_Class
22114,0,airplane,7,horse,0.470400453,REMOVED,FIXED → Suggested_Class
6030,3,cat,4,deer,0.472548425,REMOVED,FIXED → Suggested_Class
38303,5,dog,3,cat,0.47369945,REMOVED,FIXED → Suggested_Class
45997,0,airplane,2,bird,0.474557638,REMOVED,FIXED → Suggested_Class
6461,0,airplane,2,bird,0.475376785,REMOVED,FIXED → Suggested_Class
10656,0,airplane,2,bird,0.477745831,REMOVED,FIXED → Suggested_Class
25183,2,bird,0,airplane,0.478309989,REMOVED,FIXED → Suggested_Class
18328,0,airplane,5,dog,0.479376256,REMOVED,FIXED → Suggested_Class
17363,2,bird,4,deer,0.479753166,REMOVED,FIXED → Suggested_Class
28238,2,bird,0,airplane,0.479794115,REMOVED,FIXED → Suggested_Class
14867,0,airplane,3,cat,0.480280548,REMOVED,FIXED → Suggested_Class
29685,3,cat,5,dog,0.480557561,REMOVED,FIXED → Suggested_Class
30332,3,cat,5,dog,0.480588466,REMOVED,FIXED → Suggested_Class
44789,7,horse,2,bird,0.481003523,REMOVED,FIXED → Suggested_Class
9128,3,cat,5,dog,0.481549919,REMOVED,FIXED → Suggested_Class
29265,4,deer,2,bird,0.48191601,REMOVED,FIXED → Suggested_Class
3001,4,deer,2,bird,0.482463807,REMOVED,FIXED → Suggested_Class
5681,5,dog,4,deer,0.482946724,REMOVED,FIXED → Suggested_Class
45050,0,airplane,2,bird,0.483873606,REMOVED,FIXED → Suggested_Class
12950,1,automobile,8,ship,0.48564443,REMOVED,FIXED → Suggested_Class
32001,5,dog,3,cat,0.486647248,REMOVED,FIXED → Suggested_Class
33169,3,cat,5,dog,0.486787349,REMOVED,FIXED → Suggested_Class
37560,0,airplane,2,bird,0.487857938,REMOVED,FIXED → Suggested_Class
49661,5,dog,3,cat,0.488057882,REMOVED,FIXED → Suggested_Class
142,3,cat,2,bird,0.488632828,REMOVED,FIXED → Suggested_Class
31803,0,airplane,2,bird,0.488998175,REMOVED,FIXED → Suggested_Class
22962,0,airplane,2,bird,0.489270091,REMOVED,FIXED → Suggested_Class
43263,0,airplane,5,dog,0.48973614,REMOVED,FIXED → Suggested_Class
19024,5,dog,3,cat,0.489881068,REMOVED,FIXED → Suggested_Class
6424,5,dog,6,frog,0.489951581,REMOVED,FIXED → Suggested_Class
16663,6,frog,3,cat,0.490264446,REMOVED,FIXED → Suggested_Class
39332,5,dog,7,horse,0.490830868,REMOVED,FIXED → Suggested_Class
13220,6,frog,7,horse,0.491450399,REMOVED,FIXED → Suggested_Class
38801,0,airplane,2,bird,0.491533339,REMOVED,FIXED → Suggested_Class
25175,2,bird,0,airplane,0.491892904,REMOVED,FIXED → Suggested_Class
31519,0,airplane,4,deer,0.492199957,REMOVED,FIXED → Suggested_Class
44001,0,airplane,2,bird,0.492486417,REMOVED,FIXED → Suggested_Class
22074,0,airplane,2,bird,0.492643476,REMOVED,FIXED → Suggested_Class
21878,0,airplane,2,bird,0.493395925,REMOVED,FIXED → Suggested_Class
20431,3,cat,2,bird,0.493704081,REMOVED,FIXED → Suggested_Class
31361,2,bird,5,dog,0.494744748,REMOVED,FIXED → Suggested_Class
2310,6,frog,2,bird,0.494947225,REMOVED,FIXED → Suggested_Class
2936,2,bird,3,cat,0.495356977,REMOVED,FIXED → Suggested_Class
1067,0,airplane,6,frog,0.496309489,REMOVED,FIXED → Suggested_Class
47725,5,dog,6,frog,0.497194558,REMOVED,FIXED → Suggested_Class
20997,0,airplane,3,cat,0.497473568,REMOVED,FIXED → Suggested_Class
45051,5,dog,3,cat,0.498281509,REMOVED,FIXED → Suggested_Class
33449,2,bird,3,cat,0.498835772,REMOVED,FIXED → Suggested_Class
17766,6,frog,2,bird,0.499478877,REMOVED,FIXED → Suggested_Class
32807,0,airplane,2,bird,0.499527782,REMOVED,FIXED → Suggested_Class
6520,2,bird,3,cat,0.499688417,REMOVED,FIXED → Suggested_Class
32909,4,deer,3,cat,0.499854594,REMOVED,FIXED → Suggested_Class
34393,2,bird,5,dog,0.500278294,REMOVED,FIXED → Suggested_Class
26246,8,ship,3,cat,0.500932634,REMOVED,FIXED → Suggested_Class
7216,2,bird,0,airplane,0.501393557,REMOVED,FIXED → Suggested_Class
44427,0,airplane,2,bird,0.501454949,REMOVED,FIXED → Suggested_Class
25038,2,bird,0,airplane,0.501809955,REMOVED,FIXED → Suggested_Class
46657,3,cat,2,bird,0.501841009,REMOVED,FIXED → Suggested_Class
37967,3,cat,5,dog,0.50254792,REMOVED,FIXED → Suggested_Class
8234,0,airplane,2,bird,0.503140748,REMOVED,FIXED → Suggested_Class
33244,6,frog,3,cat,0.503273368,REMOVED,FIXED → Suggested_Class
45157,1,automobile,3,cat,0.503346026,REMOVED,FIXED → Suggested_Class
27591,1,automobile,9,truck,0.504392684,REMOVED,FIXED → Suggested_Class
21239,3,cat,6,frog,0.504715443,REMOVED,FIXED → Suggested_Class
39037,0,airplane,3,cat,0.505436659,REMOVED,FIXED → Suggested_Class
29482,5,dog,3,cat,0.505789459,REMOVED,FIXED → Suggested_Class
17188,2,bird,5,dog,0.5058254,REMOVED,FIXED → Suggested_Class
4981,7,horse,3,cat,0.506011009,REMOVED,FIXED → Suggested_Class
6853,5,dog,4,deer,0.506047726,REMOVED,FIXED → Suggested_Class
1962,3,cat,5,dog,0.50659591,REMOVED,FIXED → Suggested_Class
9604,0,airplane,2,bird,0.506890774,REMOVED,FIXED → Suggested_Class
46798,0,airplane,2,bird,0.50727123,REMOVED,FIXED → Suggested_Class
8627,2,bird,4,deer,0.508309186,REMOVED,FIXED → Suggested_Class
38206,8,ship,2,bird,0.508377314,REMOVED,FIXED → Suggested_Class
29100,4,deer,7,horse,0.509242296,REMOVED,FIXED → Suggested_Class
27630,4,deer,3,cat,0.50926429,REMOVED,FIXED → Suggested_Class
30976,6,frog,3,cat,0.509758592,REMOVED,FIXED → Suggested_Class
6782,3,cat,2,bird,0.509946167,REMOVED,FIXED → Suggested_Class
4128,3,cat,7,horse,0.510172904,REMOVED,FIXED → Suggested_Class
31602,3,cat,2,bird,0.510696769,REMOVED,FIXED → Suggested_Class
4884,5,dog,2,bird,0.510943472,REMOVED,FIXED → Suggested_Class
33914,3,cat,2,bird,0.51158762,REMOVED,FIXED → Suggested_Class
6335,7,horse,3,cat,0.51171726,REMOVED,FIXED → Suggested_Class
27131,2,bird,5,dog,0.512865603,REMOVED,FIXED → Suggested_Class
25787,0,airplane,2,bird,0.513236165,REMOVED,FIXED → Suggested_Class
4853,2,bird,3,cat,0.513832927,REMOVED,FIXED → Suggested_Class
39145,2,bird,3,cat,0.514048517,REMOVED,FIXED → Suggested_Class
25716,3,cat,6,frog,0.5140692,REMOVED,FIXED → Suggested_Class
8579,5,dog,2,bird,0.514406025,REMOVED,FIXED → Suggested_Class
34383,5,dog,3,cat,0.515914261,REMOVED,FIXED → Suggested_Class
798,9,truck,2,bird,0.516048312,REMOVED,FIXED → Suggested_Class
2693,2,bird,4,deer,0.516164303,REMOVED,FIXED → Suggested_Class
37821,2,bird,0,airplane,0.516651869,REMOVED,FIXED → Suggested_Class
30015,3,cat,2,bird,0.516954362,REMOVED,FIXED → Suggested_Class
22781,0,airplane,2,bird,0.517338216,REMOVED,FIXED → Suggested_Class
36092,2,bird,4,deer,0.517358541,REMOVED,FIXED → Suggested_Class
8619,7,horse,2,bird,0.517371356,REMOVED,FIXED → Suggested_Class
47455,7,horse,3,cat,0.517380893,REMOVED,FIXED → Suggested_Class
12659,0,airplane,2,bird,0.51773566,REMOVED,FIXED → Suggested_Class
25661,5,dog,7,horse,0.517978013,REMOVED,FIXED → Suggested_Class
31550,2,bird,0,airplane,0.518083811,REMOVED,FIXED → Suggested_Class
47028,1,automobile,9,truck,0.518152654,REMOVED,FIXED → Suggested_Class
39461,3,cat,5,dog,0.518270254,REMOVED,FIXED → Suggested_Class
21532,2,bird,0,airplane,0.521043539,REMOVED,FIXED → Suggested_Class
13307,4,deer,2,bird,0.521259069,REMOVED,FIXED → Suggested_Class
19194,4,deer,2,bird,0.521471024,REMOVED,FIXED → Suggested_Class
14819,0,airplane,2,bird,0.521587193,REMOVED,FIXED → Suggested_Class
49713,3,cat,7,horse,0.521614611,REMOVED,FIXED → Suggested_Class
17404,9,truck,1,automobile,0.522323787,REMOVED,FIXED → Suggested_Class
36134,0,airplane,2,bird,0.522399604,REMOVED,FIXED → Suggested_Class
1509,4,deer,0,airplane,0.522568345,REMOVED,FIXED → Suggested_Class
8514,6,frog,2,bird,0.522643745,REMOVED,FIXED → Suggested_Class
29681,0,airplane,2,bird,0.523441315,REMOVED,FIXED → Suggested_Class
44840,4,deer,3,cat,0.523481667,REMOVED,FIXED → Suggested_Class
46232,3,cat,6,frog,0.524029016,REMOVED,FIXED → Suggested_Class
42594,0,airplane,2,bird,0.524269938,REMOVED,FIXED → Suggested_Class
7103,5,dog,3,cat,0.526335657,REMOVED,FIXED → Suggested_Class
10978,5,dog,3,cat,0.528232515,REMOVED,FIXED → Suggested_Class
35019,1,automobile,9,truck,0.529667675,REMOVED,FIXED → Suggested_Class
19944,2,bird,0,airplane,0.529839456,REMOVED,FIXED → Suggested_Class
29604,1,automobile,9,truck,0.529905379,REMOVED,FIXED → Suggested_Class
44624,0,airplane,2,bird,0.530199409,REMOVED,FIXED → Suggested_Class
19959,6,frog,2,bird,0.530997455,REMOVED,FIXED → Suggested_Class
30351,1,automobile,9,truck,0.531279027,REMOVED,FIXED → Suggested_Class
48694,2,bird,0,airplane,0.531389773,REMOVED,FIXED → Suggested_Class
38311,0,airplane,4,deer,0.53156805,REMOVED,FIXED → Suggested_Class
40468,6,frog,4,deer,0.531936765,REMOVED,FIXED → Suggested_Class
46570,4,deer,2,bird,0.531946778,REMOVED,FIXED → Suggested_Class
44238,2,bird,0,airplane,0.532031596,REMOVED,FIXED → Suggested_Class
3683,6,frog,2,bird,0.533003151,REMOVED,FIXED → Suggested_Class
37102,0,airplane,3,cat,0.533133507,REMOVED,FIXED → Suggested_Class
22528,6,frog,2,bird,0.533801138,REMOVED,FIXED → Suggested_Class
12961,7,horse,3,cat,0.534223139,REMOVED,FIXED → Suggested_Class
19822,4,deer,2,bird,0.535664201,REMOVED,FIXED → Suggested_Class
35075,2,bird,0,airplane,0.535685062,REMOVED,FIXED → Suggested_Class
20792,7,horse,2,bird,0.535954535,REMOVED,FIXED → Suggested_Class
8182,2,bird,0,airplane,0.536815584,REMOVED,FIXED → Suggested_Class
39282,5,dog,3,cat,0.536925495,REMOVED,FIXED → Suggested_Class
13698,2,bird,5,dog,0.537247062,REMOVED,FIXED → Suggested_Class
31532,0,airplane,6,frog,0.537421286,REMOVED,FIXED → Suggested_Class
24520,1,automobile,9,truck,0.53828156,REMOVED,FIXED → Suggested_Class
43904,0,airplane,2,bird,0.53868252,REMOVED,FIXED → Suggested_Class
42761,1,automobile,9,truck,0.538719952,REMOVED,FIXED → Suggested_Class
39623,1,automobile,2,bird,0.538778901,REMOVED,FIXED → Suggested_Class
32531,7,horse,5,dog,0.539374411,REMOVED,FIXED → Suggested_Class
35690,0,airplane,3,cat,0.539903164,REMOVED,FIXED → Suggested_Class
8325,5,dog,4,deer,0.540205419,REMOVED,FIXED → Suggested_Class
30683,3,cat,4,deer,0.540466726,REMOVED,FIXED → Suggested_Class
44181,2,bird,3,cat,0.541523397,REMOVED,FIXED → Suggested_Class
46678,0,airplane,2,bird,0.541881025,REMOVED,FIXED → Suggested_Class
21768,4,deer,3,cat,0.543243706,REMOVED,FIXED → Suggested_Class
4034,2,bird,0,airplane,0.543355405,REMOVED,FIXED → Suggested_Class
16942,8,ship,0,airplane,0.543776453,REMOVED,FIXED → Suggested_Class
29463,5,dog,3,cat,0.544180632,REMOVED,FIXED → Suggested_Class
25184,3,cat,2,bird,0.544782162,REMOVED,FIXED → Suggested_Class
39276,7,horse,3,cat,0.545139432,REMOVED,FIXED → Suggested_Class
39095,3,cat,2,bird,0.545482218,REMOVED,FIXED → Suggested_Class
31872,8,ship,0,airplane,0.545587659,REMOVED,FIXED → Suggested_Class
45534,6,frog,2,bird,0.545715868,REMOVED,FIXED → Suggested_Class
1991,5,dog,3,cat,0.546460986,REMOVED,FIXED → Suggested_Class
25904,6,frog,3,cat,0.546503007,REMOVED,FIXED → Suggested_Class
20216,2,bird,3,cat,0.546879172,REMOVED,FIXED → Suggested_Class
36700,2,bird,0,airplane,0.547075689,REMOVED,FIXED → Suggested_Class
39477,0,airplane,2,bird,0.548182428,REMOVED,FIXED → Suggested_Class
19712,7,horse,5,dog,0.548217535,REMOVED,FIXED → Suggested_Class
32577,8,ship,0,airplane,0.548577905,REMOVED,FIXED → Suggested_Class
14802,5,dog,6,frog,0.548668683,REMOVED,FIXED → Suggested_Class
48991,5,dog,3,cat,0.549185395,REMOVED,FIXED → Suggested_Class
48116,9,truck,1,automobile,0.549785972,REMOVED,FIXED → Suggested_Class
2878,0,airplane,3,cat,0.550504923,REMOVED,FIXED → Suggested_Class
41793,5,dog,2,bird,0.550559819,REMOVED,FIXED → Suggested_Class
4157,7,horse,3,cat,0.551343501,REMOVED,FIXED → Suggested_Class
45811,4,deer,2,bird,0.551696658,REMOVED,FIXED → Suggested_Class
23123,0,airplane,4,deer,0.552423775,REMOVED,FIXED → Suggested_Class
37850,4,deer,3,cat,0.553055882,REMOVED,FIXED → Suggested_Class
17164,3,cat,2,bird,0.553295493,REMOVED,FIXED → Suggested_Class
34653,0,airplane,4,deer,0.553559184,REMOVED,FIXED → Suggested_Class
22026,0,airplane,2,bird,0.553953886,REMOVED,FIXED → Suggested_Class
5729,5,dog,8,ship,0.554002464,REMOVED,FIXED → Suggested_Class
9027,1,automobile,9,truck,0.554261446,REMOVED,FIXED → Suggested_Class
27201,2,bird,3,cat,0.554657221,REMOVED,FIXED → Suggested_Class
44532,5,dog,0,airplane,0.554670274,REMOVED,FIXED → Suggested_Class
10163,1,automobile,9,truck,0.554818213,REMOVED,FIXED → Suggested_Class
34972,5,dog,3,cat,0.554833114,REMOVED,FIXED → Suggested_Class
33846,2,bird,3,cat,0.554973543,REMOVED,FIXED → Suggested_Class
17868,5,dog,3,cat,0.55507946,REMOVED,FIXED → Suggested_Class
17207,2,bird,0,airplane,0.555176079,REMOVED,FIXED → Suggested_Class
31897,2,bird,5,dog,0.555277109,REMOVED,FIXED → Suggested_Class
26827,5,dog,2,bird,0.555847645,REMOVED,FIXED → Suggested_Class
721,6,frog,2,bird,0.555956185,REMOVED,FIXED → Suggested_Class
8894,5,dog,2,bird,0.556022882,REMOVED,FIXED → Suggested_Class
35560,4,deer,3,cat,0.556278586,REMOVED,FIXED → Suggested_Class
9446,2,bird,0,airplane,0.557310104,REMOVED,FIXED → Suggested_Class
7562,5,dog,7,horse,0.558466554,REMOVED,FIXED → Suggested_Class
378,4,deer,3,cat,0.558852375,REMOVED,FIXED → Suggested_Class
9187,1,automobile,9,truck,0.558947742,REMOVED,FIXED → Suggested_Class
14645,4,deer,3,cat,0.560403705,REMOVED,FIXED → Suggested_Class
13796,6,frog,2,bird,0.561159372,REMOVED,FIXED → Suggested_Class
22375,2,bird,3,cat,0.561625183,REMOVED,FIXED → Suggested_Class
5059,6,frog,3,cat,0.562112689,REMOVED,FIXED → Suggested_Class
45952,5,dog,6,frog,0.562487006,REMOVED,FIXED → Suggested_Class
36639,0,airplane,2,bird,0.562649012,REMOVED,FIXED → Suggested_Class
46062,3,cat,0,airplane,0.562722564,REMOVED,FIXED → Suggested_Class
5087,0,airplane,2,bird,0.564547062,REMOVED,FIXED → Suggested_Class
17179,4,deer,2,bird,0.564735353,REMOVED,FIXED → Suggested_Class
36788,6,frog,2,bird,0.56480521,REMOVED,FIXED → Suggested_Class
30801,4,deer,2,bird,0.565395594,REMOVED,FIXED → Suggested_Class
20101,5,dog,2,bird,0.565528214,REMOVED,FIXED → Suggested_Class
48290,2,bird,5,dog,0.566178083,REMOVED,FIXED → Suggested_Class
48410,3,cat,5,dog,0.566455662,REMOVED,FIXED → Suggested_Class
17211,4,deer,3,cat,0.56705147,REMOVED,FIXED → Suggested_Class
45744,2,bird,0,airplane,0.567234695,REMOVED,FIXED → Suggested_Class
31496,0,airplane,3,cat,0.567404449,REMOVED,FIXED → Suggested_Class
27865,2,bird,0,airplane,0.567410886,REMOVED,FIXED → Suggested_Class
39225,5,dog,2,bird,0.567856073,REMOVED,FIXED → Suggested_Class
25253,3,cat,5,dog,0.56816256,REMOVED,FIXED → Suggested_Class
30814,1,automobile,9,truck,0.569082677,REMOVED,FIXED → Suggested_Class
22486,0,airplane,2,bird,0.569600761,REMOVED,FIXED → Suggested_Class
18920,0,airplane,2,bird,0.569686532,REMOVED,FIXED → Suggested_Class
11887,0,airplane,3,cat,0.569950044,REMOVED,FIXED → Suggested_Class
6894,4,deer,3,cat,0.569952786,REMOVED,FIXED → Suggested_Class
19156,5,dog,3,cat,0.569997132,REMOVED,FIXED → Suggested_Class
42588,2,bird,0,airplane,0.570025623,REMOVED,FIXED → Suggested_Class
41883,7,horse,2,bird,0.570131719,REMOVED,FIXED → Suggested_Class
6945,3,cat,2,bird,0.570757449,REMOVED,FIXED → Suggested_Class
48,2,bird,0,airplane,0.572060406,REMOVED,FIXED → Suggested_Class
25887,0,airplane,2,bird,0.572123587,REMOVED,FIXED → Suggested_Class
23435,7,horse,0,airplane,0.572220922,REMOVED,FIXED → Suggested_Class
18053,2,bird,3,cat,0.572625399,REMOVED,FIXED → Suggested_Class
17731,1,automobile,9,truck,0.572851658,REMOVED,FIXED → Suggested_Class
10651,0,airplane,2,bird,0.573386073,REMOVED,FIXED → Suggested_Class
40924,0,airplane,2,bird,0.573772907,REMOVED,FIXED → Suggested_Class
19110,0,airplane,3,cat,0.573805273,REMOVED,FIXED → Suggested_Class
2614,7,horse,2,bird,0.574138165,REMOVED,FIXED → Suggested_Class
37194,3,cat,5,dog,0.57420963,REMOVED,FIXED → Suggested_Class
37374,2,bird,0,airplane,0.574974298,REMOVED,FIXED → Suggested_Class
14842,2,bird,3,cat,0.575144291,REMOVED,FIXED → Suggested_Class
41648,4,deer,2,bird,0.57549715,REMOVED,FIXED → Suggested_Class
36052,0,airplane,2,bird,0.575510025,REMOVED,FIXED → Suggested_Class
35742,6,frog,2,bird,0.575906157,REMOVED,FIXED → Suggested_Class
45948,3,cat,5,dog,0.576033771,REMOVED,FIXED → Suggested_Class
664,9,truck,1,automobile,0.576041818,REMOVED,FIXED → Suggested_Class
40244,2,bird,5,dog,0.576173306,REMOVED,FIXED → Suggested_Class
25569,6,frog,2,bird,0.57627821,REMOVED,FIXED → Suggested_Class
30657,5,dog,2,bird,0.57788831,REMOVED,FIXED → Suggested_Class
43885,4,deer,0,airplane,0.577992916,REMOVED,FIXED → Suggested_Class
25006,3,cat,0,airplane,0.577994943,REMOVED,FIXED → Suggested_Class
37566,0,airplane,2,bird,0.578140616,REMOVED,FIXED → Suggested_Class
22903,2,bird,5,dog,0.578617096,REMOVED,FIXED → Suggested_Class
1988,0,airplane,8,ship,0.579101861,REMOVED,FIXED → Suggested_Class
16632,0,airplane,2,bird,0.579166472,REMOVED,FIXED → Suggested_Class
48620,7,horse,5,dog,0.579263806,REMOVED,FIXED → Suggested_Class
2450,4,deer,2,bird,0.579853892,REMOVED,FIXED → Suggested_Class
28458,2,bird,0,airplane,0.580420375,REMOVED,FIXED → Suggested_Class
46555,3,cat,5,dog,0.580534279,REMOVED,FIXED → Suggested_Class
48219,7,horse,3,cat,0.580830812,REMOVED,FIXED → Suggested_Class
24437,2,bird,0,airplane,0.580967903,REMOVED,FIXED → Suggested_Class
24985,9,truck,1,automobile,0.581085861,REMOVED,FIXED → Suggested_Class
10393,1,automobile,9,truck,0.581103384,REMOVED,FIXED → Suggested_Class
1842,6,frog,3,cat,0.581911325,REMOVED,FIXED → Suggested_Class
15774,5,dog,3,cat,0.582670271,REMOVED,FIXED → Suggested_Class
49044,3,cat,5,dog,0.584162772,REMOVED,FIXED → Suggested_Class
1560,0,airplane,3,cat,0.584410191,REMOVED,FIXED → Suggested_Class
2699,3,cat,5,dog,0.584626555,REMOVED,FIXED → Suggested_Class
45900,6,frog,3,cat,0.584917009,REMOVED,FIXED → Suggested_Class
38440,7,horse,3,cat,0.58521378,REMOVED,FIXED → Suggested_Class
33476,5,dog,3,cat,0.585638702,REMOVED,FIXED → Suggested_Class
25311,5,dog,3,cat,0.585800588,REMOVED,FIXED → Suggested_Class
37563,4,deer,2,bird,0.58593452,REMOVED,FIXED → Suggested_Class
21724,3,cat,5,dog,0.586101294,REMOVED,FIXED → Suggested_Class
47322,3,cat,5,dog,0.586178005,REMOVED,FIXED → Suggested_Class
10788,3,cat,0,airplane,0.586638331,REMOVED,FIXED → Suggested_Class
31075,4,deer,2,bird,0.586899281,REMOVED,FIXED → Suggested_Class
11059,7,horse,5,dog,0.587034464,REMOVED,FIXED → Suggested_Class
8610,0,airplane,4,deer,0.587072551,REMOVED,FIXED → Suggested_Class
33108,2,bird,0,airplane,0.58713311,REMOVED,FIXED → Suggested_Class
17753,8,ship,3,cat,0.587218821,REMOVED,FIXED → Suggested_Class
35667,9,truck,3,cat,0.587402999,REMOVED,FIXED → Suggested_Class
2132,3,cat,5,dog,0.5876683,REMOVED,FIXED → Suggested_Class
81,5,dog,2,bird,0.587904453,REMOVED,FIXED → Suggested_Class
43239,4,deer,3,cat,0.587941408,REMOVED,FIXED → Suggested_Class
35872,6,frog,5,dog,0.588310421,REMOVED,FIXED → Suggested_Class
18119,3,cat,5,dog,0.588469923,REMOVED,FIXED → Suggested_Class
4604,2,bird,0,airplane,0.589074075,REMOVED,FIXED → Suggested_Class
10711,1,automobile,2,bird,0.589698851,REMOVED,FIXED → Suggested_Class
2374,5,dog,3,cat,0.591023564,REMOVED,FIXED → Suggested_Class
49431,5,dog,3,cat,0.591032863,REMOVED,FIXED → Suggested_Class
37533,1,automobile,9,truck,0.591146767,REMOVED,FIXED → Suggested_Class
46497,4,deer,3,cat,0.591160119,REMOVED,FIXED → Suggested_Class
22373,0,airplane,7,horse,0.591467798,REMOVED,FIXED → Suggested_Class
14206,2,bird,3,cat,0.59265691,REMOVED,FIXED → Suggested_Class
34639,0,airplane,2,bird,0.593234837,REMOVED,FIXED → Suggested_Class
39497,5,dog,3,cat,0.593629718,REMOVED,FIXED → Suggested_Class
41533,6,frog,2,bird,0.593735516,REMOVED,FIXED → Suggested_Class
40471,5,dog,7,horse,0.594562232,REMOVED,FIXED → Suggested_Class
17305,5,dog,3,cat,0.594990671,REMOVED,FIXED → Suggested_Class
35947,2,bird,5,dog,0.595101714,REMOVED,FIXED → Suggested_Class
